时间t(s),动能T(J),势能V(J),机械能E(J),波浪输入功率Pin(W),垂荡兴波耗散bh_zdotf2(W),纵摇兴波耗散btheta_thetadotf2(W),直线PTO耗散Pl(W),旋转PTO耗散Ptheta(W),总耗散Pd(W),累计输入功Win(J),累计耗散Wdiss(J),能量残差E-(Win-Wdiss)(J)
36.4,1642.231426,2220.373955,3862.60538,2040.619607,251.4052793,0.009710036969,49.9957202,9.058494836e-05,301.4108002,20699.92032,16837.31494,4.386492947e-09
36.6,657.753361,3520.327671,4178.081032,1445.68111,95.0764322,1.867269479,29.79517309,0.004196198842,126.743071,21057.69605,16879.61502,4.414687282e-09
36.8,130.5836688,4229.733492,4360.317161,480.0283495,5.714118257,6.446664608,10.01098295,0.01335517985,22.185121,21253.07004,16892.75288,4.425601219e-09
37,339.1157692,4018.128747,4357.244516,-420.3287856,29.03836478,12.10859753,0.1936374976,0.02432871209,41.36492852,21254.11115,16896.86663,4.404682841e-09
37.2,1234.178653,2965.592236,4199.770888,-841.4971741,160.8085824,16.60345653,5.767990519,0.03279978553,183.2128293,21117.38116,16917.61027,4.385583452e-09
37.4,2446.623607,1542.488459,3989.112066,-581.2388857,346.6036363,18.03088368,25.26070922,0.0352049049,389.9304341,20963.66538,16974.55331,4.394678399e-09
37.6,3443.984994,408.017772,3852.002766,254.4301165,504.8670515,15.70121995,50.61350994,0.03035106979,571.2121325,20923.87125,17071.86849,4.419689503e-09
37.8,3770.579227,112.9437567,3883.522984,1294.014057,563.5866463,10.50945433,70.61934401,0.0200871441,644.7355317,21079.26799,17195.74501,4.461981007e-09
38,3262.972681,840.3535906,4103.326271,2066.049668,494.1257352,4.631605729,76.0343091,0.008681906114,574.8003319,21423.37164,17320.04537,4.474713933e-09
38.2,2138.858263,2306.606796,4445.46506,2213.780137,326.2683683,0.6458374357,64.03288689,0.001116325178,390.9482089,21863.40794,17417.94288,4.492903827e-09
38.4,911.7928687,3875.27266,4787.065529,1661.10867,136.6141223,0.438864467,39.85300474,0.0009844848413,176.906976,22261.43635,17474.37082,4.546564014e-09
38.6,163.8065836,4839.640227,5003.44681,652.3467313,14.62423966,4.366354312,14.70005077,0.008897634395,33.69954238,22496.94305,17493.49624,4.544745025e-09
38.8,276.2513229,4748.693975,5024.945298,-355.0162249,21.3228563,11.04136365,0.7177979465,0.02210080598,33.10411871,22522.45369,17497.5084,4.54383553e-09
39,1243.478367,3625.991148,4869.469515,-897.7399093,159.7540053,17.86318514,5.279578274,0.03551026581,182.9322789,22386.40061,17516.93109,4.544745025e-09
39.2,2660.403239,1975.06882,4635.472059,-720.3959183,371.5401912,22.08082538,27.29089592,0.04377297692,420.9556855,22212.13573,17576.66368,4.563844413e-09
39.4,3896.92839,560.9923,4457.92069,103.6045522,562.145447,21.94872294,57.3601307,0.04349835889,641.497799,22142.05844,17684.13775,4.596586223e-09
39.6,4384.587001,62.30065658,4446.887658,1201.102506,643.9932954,17.48240591,81.92560811,0.0347178053,743.4360272,22272.12116,17825.23351,4.644789442e-09
39.8,3884.8222,751.8701445,4636.692345,2067.397311,577.7511011,10.4839741,89.5341535,0.02093732175,677.7901661,22606.85138,17970.15903,4.638422979e-09
40,2611.934588,2357.197519,4969.132107,2297.8444,392.2535962,3.814723964,76.35747163,0.007736715744,472.4335285,23056.01146,18086.87936,4.680259735e-09
40.2,1147.620579,4171.397537,5319.018116,1776.461552,172.9675266,0.2137865562,48.27934217,0.0004857221827,221.461141,23475.05238,18156.03427,4.724824976e-09
40.4,180.1838199,5370.688821,5550.872641,733.4354675,23.44974142,1.158450895,18.42757228,0.002128209734,43.0378928,23731.24497,18180.37233,4.783032637e-09
40.6,185.447636,5395.663973,5581.111609,-357.0409049,17.17672911,6.247811132,1.168219996,0.01196435414,24.60472459,23765.19795,18184.08634,4.812136467e-09
40.8,1197.79436,4219.332192,5417.126552,-993.4152941,162.2150343,13.37113244,5.313574067,0.02594360559,180.9256844,23619.18325,18202.0567,4.841240298e-09
41,2781.875369,2373.052839,5154.928209,-878.8810507,395.7805208,19.58974342,29.76673607,0.03834509979,445.1753454,23418.70357,18263.77536,4.826688382e-09
41.2,4224.093372,711.7964836,4935.889856,-61.37106729,612.0561723,22.35900564,63.76179852,0.04413828654,698.2211148,23315.26458,18379.37472,4.841240298e-09
41.4,4859.721125,22.31048102,4882.031606,1084.732472,710.9732478,20.57464149,91.72124643,0.04103406315,823.3101698,23416.43033,18534.39872,4.896719474e-09
41.6,4385.179851,654.2877583,5039.467609,2028.601034,645.413825,15.00586453,100.53848,0.03037488162,760.9885444,23735.46866,18696.00105,4.954017641e-09
41.8,3008.113795,2348.139758,5356.253553,2327.486505,444.4897955,7.941572631,85.86909499,0.01650955777,538.3169727,24184.1794,18827.92585,4.938556231e-09
42,1360.856115,4344.439997,5705.296112,1833.024182,201.3674736,2.210819349,54.39887425,0.004939833841,257.9821071,24612.71138,18907.41526,5.00222086e-09
42.2,212.8273779,5729.439943,5942.267321,763.0617658,30.64706057,0.0007049991574,20.9080585,3.642523957e-05,51.5558605,24878.38923,18936.12191,5.014044291e-09
42.4,113.0488266,5859.090808,5972.139634,-395.7594521,14.83053122,1.972534487,1.416013125,0.003286777008,18.22236561,24911.90398,18939.76435,5.04860509e-09
42.6,1129.588005,4664.061695,5793.649701,-1111.125718,164.9642531,7.040125133,5.595799894,0.01279083156,177.6129689,24750.12107,18956.47137,5.044057616e-09
42.8,2810.211735,2690.650171,5500.861907,-1051.466505,414.2984661,12.88498119,32.0644723,0.02417744125,459.2720971,24519.96041,19019.09851,5.044057616e-09
43,4386.424671,854.2127104,5240.637381,-241.4590315,648.5075629,16.96869003,68.85005854,0.03251089828,734.3588224,24380.37668,19139.7393,5.034962669e-09
43.2,5128.713221,16.5159024,5145.229124,946.3745474,758.7730767,17.59882097,98.90324099,0.03435326377,875.309492,24448.98483,19303.7557,5.064066499e-09
43.4,4688.166174,582.7902927,5270.956466,1961.458526,693.0069982,14.59587998,108.1087885,0.02911109952,815.7407778,24747.23238,19476.27591,5.091351341e-09
43.6,3263.769449,2307.650895,5571.420344,2328.851932,481.0209309,9.294186797,92.01782952,0.0191303072,582.3520775,25189.69206,19618.27171,5.103174772e-09
43.8,1514.732774,4403.273143,5918.005917,1869.792729,221.4435291,3.903615046,58.077822,0.008555042927,283.4335212,25622.77935,19704.77344,5.10863174e-09
44,256.3207393,5902.313174,6158.633914,786.58994,36.1141431,0.5317286974,22.24200931,0.0014917573,58.88937286,25895.31659,19736.68268,5.125002644e-09
44.2,79.9569301,6107.956642,6187.913572,-428.405734,13.10409515,0.2996197496,1.506067262,0.0002920883905,14.91007425,25928.4777,19740.56413,5.120455171e-09
44.4,1075.30077,4921.019059,5996.319829,-1218.689433,165.098315,2.926191234,5.876781395,0.004679939287,173.9059676,25752.72178,19756.40195,5.125002644e-09
44.6,2785.480284,2889.965583,5675.445867,-1220.522577,422.8655366,6.936784402,33.58203003,0.01205046431,463.3964015,25494.41705,19818.97118,5.116817192e-09
44.8,4417.964793,958.5648962,5376.529689,-432.1135215,667.1587076,10.37410901,71.8219795,0.01874669902,749.3735428,25318.05393,19941.52424,5.160472938e-09
45,5213.541615,27.52562134,5241.067236,783.6703476,784.2992387,11.67625705,102.7443041,0.02170580365,898.7415056,25350.53164,20109.46441,5.176843842e-09
45.2,4801.085252,534.3089363,5335.394188,1865.079594,719.4522854,10.32940569,111.8427051,0.01973794172,841.6441341,25622.42412,20287.02993,5.203219189e-09
45.4,3371.779242,2247.739899,5619.519141,2309.815255,502.5512399,7.020904634,94.81311133,0.01390127918,604.3991572,26053.43312,20433.91398,5.246874935e-09
45.6,1590.69094,4374.165987,5964.856927,1906.90432,234.5885521,3.252726953,59.61690214,0.006863813066,297.465045,26488.92361,20524.06669,5.247784429e-09
45.8,286.6662984,5926.324274,6212.990573,834.9599542,40.58113747,0.6170444119,22.76169138,0.001597452857,63.96147072,26770.86648,20557.87591,5.254150892e-09
46,65.54130087,6183.029905,6248.571206,-418.8927023,11.19098634,0.07671499565,1.546040069,2.822750977e-05,12.81376963,26810.58001,20562.0088,5.258698366e-09
46.2,1027.680882,5025.093851,6052.774733,-1282.445735,160.3433772,1.574414171,5.925667611,0.00225171864,167.8457107,26629.74808,20576.97335,5.285073712e-09
46.4,2721.898789,2990.637645,5712.536433,-1361.462136,418.7005616,4.129774283,33.8378184,0.006634197351,456.6747885,26350.75013,20638.2137,5.318725016e-09
46.6,4356.947641,1024.136554,5381.084195,-621.2227599,666.0379247,6.354167333,72.18380971,0.01069977912,744.5866015,26140.66483,20759.58063,5.313268048e-09
46.8,5171.165242,36.5858313,5207.751074,597.0913927,787.3432321,7.124644491,102.9960971,0.01234889644,897.4763225,26134.64921,20926.89814,5.326000974e-09
47,4787.154193,482.1390239,5269.293217,1732.787416,726.3819234,6.096589661,111.8738151,0.01082335318,844.3631515,26373.90471,21104.6115,5.329638952e-09
47.2,3385.980216,2148.378194,5534.35841,2262.894298,511.7237163,3.823020398,94.71357836,0.006979282135,610.2672944,26786.73849,21252.38008,5.336005415e-09
47.4,1620.404857,4257.16203,5877.566887,1941.975479,243.1789644,1.44147875,59.58301392,0.002773689829,304.2062308,27221.4102,21343.84331,5.386027624e-09
47.6,308.918517,5827.934336,6136.852853,914.4025248,45.12889067,0.0943113913,22.88495472,0.0002457652539,68.10840255,27515.65803,21378.80518,5.380570656e-09
47.8,54.38365674,6133.400081,6187.783737,-352.2461209,8.647286764,0.3689227069,1.646260737,0.0005039435669,10.66297415,27570.9774,21383.19366,5.399670044e-09
48,965.3416908,5035.379551,6000.721242,-1281.75433,149.4126007,2.026774546,5.569312709,0.003209836694,157.0118978,27397.6009,21396.87966,5.41240297e-09
48.2,2608.960357,3045.584606,5654.544963,-1453.081455,400.8838046,4.144944211,32.56552506,0.006796295452,437.6010702,27109.63812,21455.09316,5.426045391e-09
48.4,4215.767105,1084.845976,5300.61308,-792.4200825,645.6676538,5.592882502,69.82691821,0.009294832638,721.0967494,26872.72781,21572.11473,5.440597306e-09
48.6,5039.008184,54.48810962,5093.496293,394.1823937,770.2283067,5.606001411,99.88241137,0.009352275163,875.7260717,26828.29422,21734.79792,5.462425179e-09
48.8,4700.447731,419.8206739,5120.268405,1561.941147,717.3748818,4.173097374,108.7635753,0.006928598186,830.318483,27029.11868,21908.85027,5.516994861e-09
49,3362.29696,1998.468785,5360.765745,2176.90477,512.2266597,2.046773134,92.45352021,0.003327845434,606.7302809,27415.61917,22054.85342,5.51881385e-09
49.2,1647.249729,4049.723871,5696.9736,1959.408566,249.8871916,0.3702456398,58.63930691,0.0005434720897,308.8972876,27843.48817,22146.51457,5.524270819e-09
49.4,346.2226799,5620.919411,5967.142091,1010.257607,50.91304271,0.1017662486,23.01265284,0.0002389111467,74.02770071,28149.82377,22182.68168,5.525180313e-09
49.6,51.32034924,5988.434893,6039.755242,-237.2830703,5.494884681,1.519050322,1.908305434,0.002869155045,8.925109592,28227.38562,22187.63038,5.519723345e-09
49.8,884.5795939,4988.88564,5873.465234,-1216.718961,132.2424409,4.051297785,4.744099428,0.007388555999,141.0452267,28073.07966,22199.61442,5.472429621e-09
50,2446.714215,3088.934311,5535.648527,-1486.953995,370.4067523,6.53083804,29.76635953,0.01171011051,406.71566,27788.74325,22253.09472,5.451511242e-09
50.2,4006.891691,1164.383838,5171.27553,-932.059769,608.7114932,7.753247649,65.01806085,0.01371432136,681.496516,27534.18994,22362.91441,5.454239727e-09
50.4,4843.044975,93.48749566,4936.53247,188.3509858,737.0561958,7.080827126,93.99957028,0.01232752628,838.1489207,27454.21921,22517.68674,5.500623956e-09
50.6,4574.003667,353.6572173,4927.660884,1359.912207,697.0175703,4.79457061,103.3327421,0.008137199939,805.1530203,27612.98477,22685.32388,5.54973667e-09
50.8,3330.664048,1806.829569,5137.493617,2049.11432,507.9724981,2.011449488,88.86226346,0.003216715395,598.8494277,27965.50135,22828.00773,5.564288585e-09
51,1689.637457,3769.69585,5459.333307,1945.639935,257.2051592,0.1872524051,57.41351765,0.0002034603959,314.8061327,28378.93364,22919.60033,5.560650607e-09
51.2,403.1167958,5332.986519,5736.103315,1101.245149,59.06066348,0.4259176589,23.47775519,0.001039088599,82.96537542,28693.57415,22957.47083,5.574293027e-09
51.4,51.79479844,5780.287356,5832.082155,-96.94273434,2.312193279,2.918658542,2.441182772,0.005964100055,7.677998693,28795.4774,22963.39525,5.574293027e-09
51.6,781.0660371,4913.346192,5694.412229,-1105.0205,109.9944165,6.788477009,3.528865522,0.01326668665,120.3250257,28667.68623,22973.274,5.582478479e-09
51.8,2240.127156,3136.356355,5376.483511,-1470.279033,329.8549064,10.43539396,25.70029453,0.01995110905,366.010546,28397.01894,23020.53543,5.566107575e-09
52,3748.848605,1264.019132,5012.867737,-1035.392307,559.2846199,12.24522319,58.31446805,0.02306258497,629.8673737,28133.77289,23120.90515,5.593392416e-09
52.2,4612.749528,144.8509396,4757.600467,-6.714498339,692.7925965,11.34724891,86.16289671,0.02108176852,790.3238239,28023.07448,23265.47401,5.638867151e-09
52.4,4440.042261,274.1212625,4714.163524,1142.832251,670.027282,8.068675249,96.48343108,0.01473853019,774.5941268,28139.26138,23425.09786,5.663423508e-09
52.6,3316.140073,1572.889433,4889.029506,1890.524408,502.4922387,3.858714965,84.71766125,0.006832101762,591.075447,28452.97623,23563.94672,5.70253178e-09
52.8,1758.344291,3431.282913,5189.627204,1900.822342,267.1882006,0.6905692565,56.41978991,0.001084628312,324.2996444,28845.51896,23655.89176,5.718902685e-09
53,474.7511006,4992.470019,5467.221119,1175.112274,70.65019203,0.1905598773,24.53414654,0.0005023821097,95.37540082,29163.45594,23696.23482,5.693436833e-09
53.2,40.0081864,5544.810897,5584.819083,47.45105467,0.2124486468,2.879642036,3.379544521,0.00596769346,6.477602897,29288.34902,23703.52994,5.729816621e-09
53.4,636.4000987,4842.680101,5479.080199,-970.0186819,84.80247275,7.877516545,2.140324141,0.01571331518,94.83602675,29189.91313,23710.83293,5.767105904e-09
53.6,1976.596192,3211.647003,5188.243195,-1420.401709,282.8271763,13.22376808,20.82064972,0.02595997434,316.8975541,28938.76159,23750.51839,5.757101462e-09
53.8,3440.138904,1393.650754,4833.789659,-1107.813096,502.128915,16.69761451,50.43386875,0.03248494797,569.2928832,28673.43224,23839.64258,5.756191968e-09
54,4358.527107,206.1119336,4564.639041,-182.9659003,642.4118609,16.7890838,77.24369971,0.03246176909,736.4771062,28537.09919,23972.46015,5.737092579e-09
54.2,4317.750189,171.7807605,4489.53095,928.6651896,640.5912937,13.39429657,89.0516694,0.02576426151,743.0630239,28612.88489,24123.35394,5.783476809e-09
54.4,3341.523897,1286.780417,4628.304314,1721.869832,498.5837521,7.916349371,80.65312298,0.01513692267,587.1683614,28886.98563,24258.68131,5.79348125e-09
54.6,1874.600337,3029.28827,4903.888607,1840.523508,281.3595146,2.707477184,56.02879212,0.005115544004,340.1008994,29255.93797,24352.04937,5.828042049e-09
54.8,576.8882447,4601.283092,5178.171337,1236.633916,86.68586111,0.0779471079,26.36461662,0.0001298450118,113.1285547,29574.25801,24396.08667,5.812580639e-09
55,23.9592153,5291.088003,5315.047219,188.7128714,0.6737379248,1.29434033,4.885360385,0.002592190051,6.85603083,29720.52565,24405.47843,5.799847713e-09
55.2,449.8770118,4791.995502,5241.872513,-827.2175666,59.33257443,6.004917412,0.8898195413,0.01180404391,66.23911543,29651.92145,24410.04894,5.788024282e-09
55.4,1646.959392,3334.641472,4981.600865,-1354.233767,233.2521604,12.35225421,15.67355786,0.02417482277,261.3021473,29422.76194,24441.16108,5.790752766e-09
55.6,3064.835414,1576.590942,4641.426356,-1160.228929,441.8464206,17.73808191,42.11627841,0.03468715414,501.735468,29159.06523,24517.63888,5.811671144e-09
55.8,4061.304929,302.2349879,4363.539917,-340.2538528,590.2507738,19.9203426,68.03327537,0.03900032658,678.2433921,29001.06238,24637.52246,5.823494575e-09
56,4190.513667,70.10973812,4260.623405,729.4735575,611.9765268,17.97323056,81.71159133,0.0352976206,711.6966463,29039.86969,24779.24629,5.836227501e-09
56.2,3399.259637,966.0688049,4365.328442,1563.653572,498.1754463,12.69458622,77.11775617,0.02508178152,588.0128705,29276.8885,24911.56006,5.846231943e-09
56.4,2045.376647,2570.982343,4616.35899,1787.409532,300.6950624,6.280147067,56.46975487,0.01256759153,363.4575319,29623.98194,25007.62295,5.853507901e-09
56.6,732.7949463,4154.246394,4887.041341,1304.057061,108.01652,1.399675953,29.08969627,0.002921030484,138.5088132,29943.96121,25056.91987,5.873516784e-09
56.8,39.49654638,5003.575946,5043.072492,336.2358485,5.252546083,0.06878204357,7.127141864,9.109212691e-05,12.44856108,30112.79828,25069.72579,5.898982636e-09
57,260.9121232,4742.235389,5003.147512,-676.8901769,36.27260909,2.79933362,0.1148641327,0.005157019518,39.19196386,30075.39515,25072.24763,5.905349099e-09
57.2,1282.458618,3492.686967,4775.145585,-1278.886753,184.7619694,8.39154641,10.79107282,0.01589313199,203.9604817,29869.89342,25094.74783,5.895344657e-09
57.4,2635.823557,1816.002067,4451.825624,-1201.443752,382.3280615,14.45408741,34.00920286,0.02773081765,430.8190826,29609.85906,25158.03344,5.928086466e-09
57.6,3711.324597,457.0223349,4168.346932,-483.6562648,539.6327272,18.42528664,59.15475384,0.03569915264,617.2484668,29432.68164,25264.33471,5.995389074e-09
57.8,4030.003969,11.06313629,4041.067105,547.6470353,586.3856879,18.65488464,74.93381189,0.03651072843,680.0108952,29437.62393,25396.55682,5.980837159e-09
58,3454.159627,661.1415671,4115.301194,1426.637958,502.3320003,15.08381981,74.37646763,0.02990571333,591.8221934,29641.41871,25526.11752,6.019945431e-09
58.2,2244.043512,2101.408287,4345.451798,1758.632743,325.6269451,9.237479464,57.84648064,0.01869514343,392.7296003,29971.22954,25625.77774,6.026311894e-09
58.4,937.7722902,3678.407905,4616.180195,1396.989164,135.1994164,3.546588731,32.76752527,0.007508443171,171.5210388,30297.89461,25681.71442,6.05450623e-09
58.6,109.8907953,4684.900217,4794.791012,507.6669742,15.25803864,0.2985597279,10.24286635,0.0008037804118,25.80026849,30494.29088,25699.49986,6.033587852e-09
58.8,116.822556,4674.248192,4791.070748,-506.8016896,17.87726745,0.675540235,0.1062256913,0.001004049976,18.66003743,30492.48976,25701.41901,6.035406841e-09
59,941.7765846,3655.877772,4597.654356,-1189.065488,140.2406865,4.288948006,6.603854275,0.007548566415,151.1410373,30314.07149,25716.41714,6.038135325e-09
59.2,2206.356305,2086.564794,4292.921099,-1232.447582,326.4372777,9.397386263,26.59526248,0.01723912303,362.4471656,30060.13194,25767.21084,6.046320777e-09
59.4,3341.774276,663.5731836,4005.34746,-618.0194865,492.7467277,13.69559791,51.02682192,0.02569375439,557.4948413,29865.64036,25860.2929,6.079517334e-09
59.6,3842.302645,13.23176103,3855.534406,377.8309021,564.9919456,15.3183019,68.9872771,0.02925070597,649.3267754,29838.7528,25983.21839,6.066329661e-09
59.8,3488.229884,413.809929,3902.039813,1308.210153,511.3312577,13.61951081,72.53267587,0.02649102433,597.5099354,30012.33654,26110.29673,6.062691682e-09
60,2440.264936,1675.034154,4115.29909,1756.560791,356.0394986,9.398039117,60.15455354,0.01873928571,425.6108305,30329.39148,26214.09239,6.044501788e-09
60.2,1165.001126,3226.2071,4391.208226,1523.391772,168.3489165,4.490677908,37.38467507,0.009365563687,210.233635,30668.80686,26277.59863,6.056325219e-09
60.4,225.9056022,4372.214132,4598.119734,715.3600824,31.47575216,0.9325730293,14.29992661,0.002237988277,46.71048978,30899.818,26301.69827,6.089067028e-09
60.6,33.25921386,4602.80059,4636.059804,-302.9380282,5.661312624,0.06688344163,1.050486028,3.210165277e-05,6.778714195,30940.71169,26304.65188,6.111804396e-09
60.8,663.7713037,3817.808476,4481.57978,-1072.632684,101.5997575,1.995004686,3.38962868,0.003139107757,106.98753,30795.47823,26313.89845,6.080881576e-09
61,1828.99516,2369.181031,4198.176191,-1246.29658,275.9370399,5.595201966,20.16664881,0.009623998454,301.7085146,30552.0216,26353.84541,6.05450623e-09
61.2,3005.462176,902.2270668,3907.689243,-743.6207352,450.7178361,9.078560795,43.87044815,0.01620502237,503.68305,30342.76113,26435.07189,6.050413504e-09
61.4,3668.011173,67.56143627,3735.572609,212.5665528,548.0756006,10.81434048,63.96806729,0.01977621591,622.8777846,30285.28536,26549.71275,6.124082574e-09
61.6,3522.583261,232.0156979,3754.598959,1196.011364,524.7659886,10.04685189,71.55888304,0.01877344936,606.3904969,30429.63455,26675.03559,6.127265806e-09
61.8,2635.52999,1316.695649,3952.225639,1767.865715,391.2662913,7.188270944,63.29469349,0.01378281111,461.7630386,30735.81828,26783.59264,6.162281352e-09
62,1402.671238,2833.550758,4236.221996,1673.288664,207.0254659,3.57343416,42.84473215,0.007153782771,253.450786,31091.651,26855.42901,6.168193067e-09
62.2,372.3962558,4103.62383,4476.020086,955.8517507,54.00944856,0.8090096674,19.26622714,0.001836771502,74.08652215,31362.95343,26886.93334,6.200934877e-09
62.4,1.61401584,4559.647277,4561.261293,-61.5299881,0.2828855045,0.02814480529,3.000995412,6.239207303e-06,3.312031961,31453.67775,26892.41646,6.19183993e-09
62.6,452.8854848,3998.431326,4451.316811,-920.7863522,69.76979417,1.393795644,1.261478578,0.002106009165,72.4271744,31349.04704,26897.73023,6.22094376e-09
62.8,1522.64232,2670.952758,4193.595078,-1233.67003,231.6010845,4.06886871,14.83891505,0.006736309899,250.5156046,31122.36111,26928.76604,6.233676686e-09
63,2732.207733,1170.202024,3902.409757,-855.8872533,413.7902668,6.65019446,37.74314742,0.01140037554,458.1950091,30902.34993,26999.94017,6.25868779e-09
63.2,3541.123887,166.706688,3707.830575,47.64341396,535.2021081,7.84976042,59.83937806,0.01373114841,602.9049777,30815.6109,27107.78032,6.259597285e-09
63.4,3587.99879,109.389869,3697.388659,1075.890047,541.6535318,7.098424839,71.32640247,0.01260832649,620.0909675,30929.85583,27232.46718,6.27596819e-09
63.6,2851.774117,1024.965839,3876.739955,1770.795976,430.1146142,4.792002634,67.08372385,0.008644999117,501.9989856,31223.39633,27346.65637,6.316895451e-09
63.8,1661.517768,2505.427743,4166.945512,1822.442548,250.2103776,2.073367671,48.96358455,0.0038329197,301.2511627,31594.6148,27427.66929,6.337359082e-09
64,550.0690098,3889.594299,4439.663308,1208.444543,82.27106191,0.2640572549,25.00205087,0.0005368649798,107.5377069,31907.29573,27467.63242,6.350092008e-09
64.2,16.36992686,4558.198541,4574.568467,204.8919158,1.60573882,0.2217538316,5.880520379,0.0003324223459,7.708345453,32051.60953,27477.04106,6.350092008e-09
64.4,302.2279969,4211.095101,4513.323098,-736.5105436,44.85403781,1.930769027,0.1895494393,0.003247182736,46.97760346,31993.45774,27480.13465,6.345544534e-09
64.6,1283.243945,3002.651974,4285.895919,-1190.498756,193.4316492,4.5184666,10.58993068,0.007765115745,208.5478115,31790.01013,27504.11422,6.353729987e-09
64.8,2523.138633,1474.216609,3997.355242,-949.1701512,381.5542246,6.686376566,32.58486535,0.01158508942,420.8370516,31564.34443,27566.98919,6.371919881e-09
65,3467.968799,312.9721247,3780.940924,-116.0672611,525.4064001,7.347183418,56.47163647,0.0127626388,589.2379826,31450.419,27669.47808,6.391019269e-09
65.2,3694.040342,44.3172767,3738.357619,939.1879368,560.5571457,6.160835653,71.6316822,0.01068046719,638.360344,31532.96537,27794.60775,6.408754416e-09
65.4,3098.76642,795.2645579,3894.030978,1745.911906,470.9432238,3.710746145,71.26781503,0.006374534354,545.9281595,31809.2672,27915.23622,6.479240255e-09
65.6,1948.538117,2235.358194,4183.896311,1943.416913,296.3854417,1.232030524,55.47805994,0.002050604896,353.0975828,32190.07544,28006.17913,6.491973181e-09
65.8,761.1673792,3722.700013,4483.867392,1443.479671,115.1067101,0.01758418535,31.27514661,1.530894648e-05,146.3994562,32539.40202,28055.53463,6.474692782e-09
66,74.5195785,4590.82303,4665.342608,470.9909792,8.890634482,0.7836545485,9.510130175,0.001531559426,19.18595076,32735.46285,28070.12024,6.483787729e-09
66.2,204.4739686,4448.446201,4652.92017,-536.0209093,26.36978749,3.300204047,0.04351707554,0.006153579743,29.71966219,32725.45694,28072.53677,6.493792171e-09
66.4,1101.007544,3357.400328,4458.407873,-1122.641327,160.9120457,6.470144568,7.308697348,0.01187716733,174.7027648,32549.5216,28091.11373,6.527443475e-09
66.6,2368.004742,1807.757639,4175.76238,-1021.710971,353.1702952,8.830821322,28.26330041,0.0160564857,390.2804734,32322.96251,28147.20013,6.5574568e-09
66.8,3439.275893,499.8149586,3939.090852,-274.7731668,517.371045,9.249054087,53.67746968,0.01666920505,580.3142379,32184.58862,28245.49777,6.554728316e-09
67,3832.809764,29.65163503,3862.461399,785.5140263,579.7295075,7.483066605,72.22064816,0.01333267222,659.4465549,32234.27786,28371.81646,6.567461242e-09
67.2,3369.250327,619.2739954,3988.524323,1684.191823,511.8035563,4.338888792,75.54224151,0.007573942462,591.6922606,32487.85307,28499.32875,6.57109922e-09
67.4,2255.598797,2013.491823,4269.090621,2017.546157,343.7051091,1.332951037,62.06965888,0.002195255063,407.1099143,32869.67069,28600.58007,6.58656063e-09
67.6,995.0032545,3591.522093,4586.525347,1635.375407,151.0148781,0.003080014462,37.79453493,2.665252295e-07,188.8124933,33246.41273,28659.88739,6.576556189e-09
67.8,161.6969526,4644.77677,4806.473722,709.6160939,21.04877277,1.180118075,13.65337395,0.002458145966,35.88472294,33487.00408,28680.53036,6.538357411e-09
68,141.5580725,4696.72965,4838.287722,-342.1426566,13.50810992,4.561041184,0.6417480551,0.008933243583,18.7198324,33521.72273,28683.43501,6.562004273e-09
68.2,955.4125767,3720.543604,4675.95618,-1044.349389,133.2429886,8.794841343,4.841730217,0.01686637847,146.8964265,33373.81842,28697.86224,6.558366294e-09
68.4,2246.011479,2155.008767,4401.020246,-1078.077799,327.5689365,12.06071915,24.61185754,0.0228639676,364.2643771,33149.25621,28748.23596,6.63294486e-09
68.6,3436.332688,709.6913403,4146.024029,-425.6471156,509.5983096,12.88900319,51.2407666,0.02422733753,573.7523068,32989.06052,28843.03649,6.642039807e-09
68.8,3989.247429,45.60020019,4034.847629,620.4070923,597.2827422,10.85461213,72.81357648,0.02023305204,680.9711638,33005.6597,28970.81207,6.697518984e-09
69,3651.803222,474.9640317,4126.767254,1588.635446,550.633318,6.819231248,79.57897911,0.01256417192,637.0440925,33231.95569,29105.18843,6.721165846e-09
69.2,2573.030348,1816.479191,4389.509539,2041.411371,390.2242697,2.594784238,68.39991691,0.004660215963,461.2236311,33606.20512,29216.69558,6.737536751e-09
69.4,1240.36155,3473.207842,4713.569392,1773.123148,188.3982367,0.1611927613,44.25395543,0.0002396974256,232.8136246,33999.6833,29286.11391,6.74117473e-09
69.6,261.5622878,4699.900201,4961.462489,903.9984461,36.89327558,0.7785535922,18.0633808,0.001634747461,55.73684472,34274.75816,29313.29567,6.731170288e-09
69.8,89.62032243,4940.14688,5029.767203,-173.366555,5.361010887,4.392081879,1.795556399,0.008684086519,11.55733325,34347.17582,29317.40862,6.66386768e-09
70,815.1013862,4080.841947,4895.943333,-971.1144657,109.5357959,9.607418347,3.029688687,0.01870246973,122.1916054,34224.34788,29328.40455,6.600203051e-09
70.2,2121.189548,2507.508078,4628.697626,-1127.036274,303.6194965,14.26463845,21.45825198,0.02757621282,339.3699631,34002.2009,29373.50327,6.630216376e-09
70.4,3423.645562,933.4410394,4357.086602,-569.2341156,500.5778275,16.37116352,48.94130516,0.03153085353,565.921827,33821.87629,29464.78969,6.635673344e-09
70.6,4133.956598,78.25636158,4212.21296,450.4047845,611.3767186,14.9870797,73.13175772,0.02880407883,699.5243601,33805.79119,29593.57823,6.6775101e-09
