时间t(s),动能T(J),势能V(J),机械能E(J),波浪输入功率Pin(W),垂荡兴波耗散bh_zdotf2(W),纵摇兴波耗散btheta_thetadotf2(W),直线PTO耗散Pl(W),旋转PTO耗散Ptheta(W),总耗散Pd(W),累计输入功Win(J),累计耗散Wdiss(J),能量残差E-(Win-Wdiss)(J)
3.4,1702.642295,149.1910755,1851.83337,2100.804516,262.9292194,1.3608841,27.38797798,0.005891223503,291.6839727,2067.723168,215.8897976,7.764811016e-10
3.6,2021.275784,238.8528185,2260.128602,2550.579724,300.0379886,5.426043047,49.6570993,0.0107799892,355.1319109,2541.981923,281.8533208,7.898961485e-10
3.8,1834.848542,859.1884871,2694.037029,2380.372918,255.7613448,11.1581365,62.40903846,0.02441534314,329.3529351,3045.918332,351.8813031,8.085407899e-10
4,1228.472628,1819.532339,3048.004967,1650.883915,149.3339348,16.59049308,57.76701335,0.03649812534,223.7279393,3456.156183,408.1512161,8.217284631e-10
4.2,553.9865567,2698.16731,3252.153867,713.7000549,40.54869478,19.59741796,37.51749853,0.03662267712,97.70023395,3692.111225,439.9573584,8.303686627e-10
4.4,258.9782558,3049.806136,3308.784391,50.33136483,0.7461404293,18.84015715,13.17872651,0.0398210695,32.80484516,3760.146265,451.361873,8.362803783e-10
4.6,634.6334208,2660.26243,3294.895851,33.62262672,72.62185423,14.40698969,0.1891227238,0.02665404227,87.24462068,3756.074155,461.1783048,8.444658306e-10
4.8,1622.795567,1705.046955,3327.842522,730.9074908,241.1959479,7.994176596,9.125855433,0.01474173959,258.3307216,3822.040546,494.1980234,8.458300726e-10
5,2803.916492,705.6268107,3509.543302,1851.779017,434.4571578,2.30234078,38.91087038,0.00425886926,475.6746279,4077.224509,567.6812061,8.581082511e-10
5.2,3594.474065,281.3163022,3875.790368,2875.355841,556.9906904,0.0001422998707,76.21513756,0.0001047668378,633.206075,4556.222799,680.4324317,8.817551134e-10
5.4,3562.708704,813.019814,4375.728518,3300.845467,541.0942365,2.585448607,101.9706237,0.005596474681,645.6559052,5186.850299,811.1217811,9.076757124e-10
5.6,2692.936544,2199.701969,4892.638513,2900.427712,388.1028129,9.654383564,101.8149315,0.02115640845,499.5932844,5820.557696,927.9191834,9.33141564e-10
5.8,1441.014653,3856.422275,5297.436927,1845.988889,175.3886887,18.91787957,74.75693132,0.03982275524,269.1033224,6302.634454,1005.197527,9.549694369e-10
