时间t(s),浮子垂荡位移zf(m),浮子垂荡速度dzf/dt(m/s),浮子纵摇角位移θf(rad),浮子纵摇角速度dθf/dt(rad/s),振子垂荡位移zo(m),振子垂荡速度dzo/dt(m/s),振子纵摇角位移θo(rad),振子纵摇角速度dθo/dt(rad/s)
37.8,-0.0312152222003,-0.912845109927,0.069821351149,0.134969410008,-0.0180673306128,-0.98569544599,0.0725421596511,0.14012068787
38,-0.20978725737,-0.854801138911,0.0929049493712,0.0934500823106,-0.211537788171,-0.930027272265,0.0965075413385,0.0969994320034
38.2,-0.366196060573,-0.693109478102,0.106381678927,0.0397022552945,-0.382783599101,-0.765350873358,0.110483617956,0.0410757156535
38.4,-0.481281813918,-0.445561979918,0.108348688761,-0.020556662714,-0.511537225653,-0.508905369452,0.112484917179,-0.0215935403374
38.6,-0.540616421954,-0.14120391692,0.0981944536809,-0.0802733932493,-0.582044844405,-0.188206537267,0.101892160133,-0.0835651904562
38.8,-0.536408119113,0.183396450853,0.0767672772077,-0.132103285567,-0.584877073949,0.16147233233,0.079619051155,-0.137171340531
39,-0.468523827468,0.489096425031,0.0463098745229,-0.16965180062,-0.518189183978,0.500118622554,0.0480243366193,-0.175841484569
39.2,-0.344483114672,0.73932943437,0.0101557497849,-0.188552472111,-0.388298577948,0.786866213927,0.0105777417683,-0.195174602868
39.4,-0.178488264151,0.904456824373,-0.02774595987,-0.187065680448,-0.20937219735,0.984997157224,-0.0286367093925,-0.193465957661
39.6,0.010288599875,0.964815591752,-0.0633662948598,-0.166088872425,-0.00204354046026,1.06745514553,-0.0654643781766,-0.171668058267
39.8,0.199899917775,0.912526848406,-0.0930836250407,-0.128692685445,0.209006213917,1.02141970754,-0.0961723085349,-0.132947479965
40,0.368075347531,0.752295569739,-0.114049568074,-0.079413612298,0.398166622299,0.850560288144,-0.117827234464,-0.0820105963544
40.2,0.494735726169,0.501197714843,-0.12440849227,-0.0235302415017,0.542188859118,0.574523903402,-0.128527812061,-0.0243451310533
40.4,0.564344769105,0.187229473022,-0.123384241569,0.0335230508499,0.623132985403,0.22613994055,-0.12749031189,0.0344574306097
40.6,0.56783249813,-0.153526382864,-0.111268804458,0.0865494298052,0.630596462879,-0.152839066524,-0.115020421977,0.0891438665904
40.8,0.503824883553,-0.480946022511,-0.0893491489982,0.130827223346,0.563003067222,-0.51678254237,-0.09242446096,0.134973313055
41,0.378982643202,-0.755623842752,-0.0597942077424,0.162289570188,0.427843237337,-0.821558498088,-0.0619011819129,0.167775403309
41.2,0.207372427897,-0.943673828752,-0.0255026394374,0.177752366084,0.240837947441,-1.02985028495,-0.026413237539,0.184132230794
41.4,0.0089282380595,-1.02093083887,0.010105407694,0.175249815854,0.0240873756661,-1.11588491529,0.0105025162815,0.181810309247
41.6,-0.192826759502,-0.976084536067,0.0433730441942,0.154451722531,-0.196606773375,-1.06883324879,0.0450291019013,0.160337390725
41.8,-0.373553097538,-0.812451577735,0.0707739031533,0.117045079776,-0.394902100156,-0.894140053258,0.0734725835327,0.12147175453
42,-0.511065875268,-0.548140445347,0.0893372471751,0.0668978002246,-0.547104345168,-0.612482075673,0.0927282725016,0.0693325902831
42.2,-0.588156156345,-0.214353728337,0.0970681226605,0.00981890615413,-0.634939897329,-0.25677212519,0.100727399509,0.0100615264321
42.4,-0.594875067639,0.148276849083,0.0932701157253,-0.0471776595422,-0.64760766968,0.131892352904,0.0967664881217,-0.0490051222999
42.6,-0.529910388,0.495000168147,0.0786773756878,-0.0970096280927,-0.582983776104,0.508561529957,0.081630950805,-0.100531249226
42.8,-0.40080514152,0.783032204283,0.0553430206864,-0.133763375739,-0.447954417236,0.828832861815,0.0574665502397,-0.13844524386
43,-0.222979945232,0.97723182524,0.0263023684862,-0.153648752997,-0.257844982689,1.05352974863,0.0274233122274,-0.158891434598
43.2,-0.0177500962553,1.05434889592,-0.00490265513201,-0.155407437318,-0.0348803211006,1.15365521671,-0.00483647979036,-0.160617104123
43.4,0.190321913623,1.00540237337,-0.0347224427386,-0.140155325055,0.194316676277,1.11486453082,-0.035650068492,-0.144804742182
43.6,0.376368601792,0.836294140868,-0.0600248915977,-0.110843178879,0.401966489396,0.94017948978,-0.061791872995,-0.114534685107
43.8,0.518129257209,0.566928750467,-0.0783952451194,-0.0715813266931,0.562655966296,0.650004338885,-0.0807842030954,-0.0740848802224
44,0.598549286431,0.228980645991,-0.0883039818977,-0.027019502806,0.656585720649,0.27942927877,-0.091066539406,-0.0282443557266
44.2,0.60780287252,-0.137622216072,-0.0891648334081,0.0181242530569,0.672064652419,-0.1264477597,-0.0920417528121,0.0182097581733
44.4,0.54450019234,-0.489278105108,-0.0813143619889,0.0593827601728,0.606948393459,-0.518257974598,-0.0840411849781,0.0607997237732
44.6,0.415910519804,-0.783872521627,-0.0659381812066,0.0927675477493,0.46889010941,-0.848391560638,-0.0682507856959,0.0954744117252
44.8,0.237149973358,-0.985852723195,-0.0449536700606,0.114989676491,0.274405827958,-1.07673308573,-0.0466124034818,0.11876400116
45,0.0294204881366,-1.07053636768,-0.0208436046489,0.123736097579,0.0468668217477,-1.17556253972,-0.0216779383299,0.128108508258
45.2,-0.182490548482,-1.02712658062,0.00357189196064,0.11800428214,-0.186355858951,-1.1330293329,0.00361864023587,0.122328848298
45.4,-0.373157075161,-0.860127278771,0.0254306478015,0.0984217751661,-0.397248786722,-0.954611201436,0.0262825046602,0.102049934214
45.6,-0.519572155106,-0.589024934844,0.0421752290048,0.067416023137,-0.560572448304,-0.66222724942,0.0436408847184,0.0698651374323
45.8,-0.603964596688,-0.246194597119,0.0519061454246,0.0290867496298,-0.656876601252,-0.291195666478,0.0537220063342,0.0301216935866
46,-0.61602379424,0.126894754388,0.0536717229134,-0.0113043970349,-0.674746308622,0.114277805746,0.0555517548581,-0.0116795552165
46.2,-0.554220611385,0.484839619242,0.0476205019055,-0.0481761458908,-0.612067958694,0.506266168914,0.0492991717026,-0.0497701892246
46.4,-0.426015081592,0.784130590128,0.0349679757591,-0.0765977476042,-0.476245865065,0.838387698004,0.036232049794,-0.0790873175416
46.6,-0.246909473047,0.988706877964,0.0177799736049,-0.0931063603111,-0.283377262178,1.07092687997,0.018490109419,-0.0960837142318
46.8,-0.0384939888699,1.07435018555,-0.00137266285072,-0.0961520229762,-0.0564361937081,1.17556265971,-0.00127001052321,-0.0991765588412
47,0.17422142102,1.03137545112,-0.0198049236874,-0.0861135096692,0.177405488506,1.13914711601,-0.0202771789693,-0.0887761923563
47.2,0.365828851043,0.865479967715,-0.0350762932192,-0.0649866864045,0.390051910611,0.965744119861,-0.0360177895001,-0.0669748294852
47.4,0.513537677288,0.596855413678,-0.0452685715429,-0.0359165505905,0.55593723926,0.676335462618,-0.0465238497082,-0.0370457811794
47.6,0.599852909873,0.257738599474,-0.049167267901,-0.00272016753283,0.655179764441,0.306160685638,-0.0505553546352,-0.00291197314328
47.8,0.614625529411,-0.111373658296,-0.046353713667,0.030522655284,0.676006120726,-0.0998070682111,-0.0476842116165,0.0312915070124
48,0.556240428841,-0.466489279087,-0.0372230724369,0.0598048771208,0.61614631263,-0.492499043513,-0.0383045883402,0.061517824015
48.2,0.431796270732,-0.765336319357,-0.0229394996619,0.0814939538345,0.48305271392,-0.82475518275,-0.0235919969453,0.0840402412639
48.4,0.256250153427,-0.972390409025,-0.00532999304433,0.0926505089641,0.292937998986,-1.05702343203,-0.00541192181942,0.0957455117126
48.6,0.0506280520206,-1.06309498268,0.013289576047,0.0913878398186,0.0687566156925,-1.16212006244,0.0138432926416,0.0945581058693
48.8,-0.160486231653,-1.0267899709,0.0303623383087,0.0772408434273,-0.162620252005,-1.12843724453,0.0315102588201,0.079918162769
49,-0.351891519,-0.86803866661,0.043405657766,0.0514504794185,-0.373673354839,-0.961112512275,0.0449962715807,0.0531290056243
49.2,-0.500799845032,-0.606183634436,0.0503637364206,0.0170297567599,-0.539518164366,-0.681014647204,0.0521621393924,0.0173971666085
49.4,-0.5895959662,-0.273084706703,0.0499410494187,-0.0215090008218,-0.640789484258,-0.321864520649,0.051674063214,-0.0225222533679
49.6,-0.607972714468,0.0908128248711,0.0418435390437,-0.0587982636287,-0.665815689868,0.0738754543254,0.0432465516557,-0.0610457092527
49.8,-0.554148410976,0.441619633288,0.0268618047281,-0.089520204813,-0.611899750758,0.459742708696,0.0277160850212,-0.0927001027008
50,-0.434998136174,0.73757309502,0.00676649746456,-0.109333610246,-0.485618950281,0.790311627951,0.00692432439162,-0.113045704305
50.2,-0.265103806308,0.944134348747,-0.01596127034,-0.115557834606,-0.302102923848,1.02633483507,-0.016561340995,-0.119346257675
50.4,-0.0648948863955,1.03789463455,-0.0384972582579,-0.107453317575,-0.0833029382799,1.13959092062,-0.0398235975786,-0.110852238487
50.6,0.141841417088,1.00894830571,-0.058056574329,-0.0861072718114,0.144617522858,1.11667469122,-0.0599886322293,-0.0887054463172
50.8,0.33076682719,0.861697364561,-0.0722246917636,-0.0540621337848,0.35447191225,0.960883163467,-0.0745709789486,-0.0555707694875
51,0.479808622875,0.61415883571,-0.0792028726512,-0.0148575370058,0.521383843388,0.69174603837,-0.0817292007294,-0.0151374390127
51.2,0.571693996442,0.295848798839,-0.0779643742995,0.0273891659862,0.625799268792,0.342355660372,-0.0804209519094,0.0283655795236
51.4,0.595929341392,-0.0556169935672,-0.0683352635202,0.0683157963279,0.655790916466,-0.0449268775248,-0.0704723612739,0.0705291171407
51.6,0.549995730204,-0.398892135554,-0.0510159381015,0.103583601033,0.608398791519,-0.423707246887,-0.0525905674998,0.106980354362
51.8,0.43961458235,-0.693731772105,-0.02755029563,0.129144714152,0.489881090713,-0.749123975938,-0.0283392696999,0.133562274458
52,0.278051036598,-0.905681494813,-0.000235707603289,0.141575852034,0.314864632854,-0.983195942541,-6.82598528992e-05,0.146639004067
52.2,0.0845418343177,-1.01006030067,0.0280433100343,0.138507461232,0.104495391123,-1.09937026982,0.0292385994508,0.143605073356
52.4,-0.117967184328,-0.994828105837,0.0540741760716,0.119108955745,-0.116186719231,-1.08562298178,0.0562308925237,0.123500952375
52.6,-0.305523587217,-0.862085075704,0.0746689196456,0.0845145552691,-0.321299348696,-0.945550747718,0.0775749331833,0.0875154872903
52.8,-0.45601855786,-0.628020267221,0.0870822053299,0.038020748255,-0.48716813603,-0.697289199187,0.0904079056373,0.0391625066002
53,-0.551858146994,-0.321153030223,0.0894316992239,-0.0151110766535,-0.594974359287,-0.370683067816,0.092783189947,-0.0159970276248
53.2,-0.58210849365,0.0211480014126,0.0810316975264,-0.0683255712776,-0.632729105112,-0.00352490631477,0.084011826046,-0.0711092226148
53.4,-0.543796912695,0.357530844881,0.062551071904,-0.114828007677,-0.596464560767,0.362429947685,0.0648138768935,-0.119140814581
53.6,-0.44216341893,0.648127438973,0.035943274482,-0.148753052214,-0.490627991204,0.685461645417,0.0372330822524,-0.15407580349
53.8,-0.289845135003,0.8595842976,0.00416014223079,-0.166103587703,-0.327659643541,0.928087519678,0.00433316101546,-0.171848467947
54,-0.105174341412,0.968788064262,-0.0292769738913,-0.165213963264,-0.126702643674,1.06149870646,-0.0302452168408,-0.170784103165
54.2,0.0901043693083,0.964940278626,-0.0607465249657,-0.146703723093,0.0885518947107,1.06961008716,-0.0627645335612,-0.15154590488
54.4,0.273376790923,0.850130254071,-0.0869473193514,-0.113070201948,0.292699711208,0.951623735386,-0.0898225518777,-0.116738114343
54.6,0.423691211886,0.638697204089,-0.105219192641,-0.0681311290465,0.461746765296,0.722272303312,-0.108685164619,-0.0703366055899
54.8,0.524055930593,0.355532938374,-0.113752083698,-0.0164881399251,0.57603963442,0.409708942462,-0.117500669734,-0.0170962811211
55,0.563294694232,0.0333667631926,-0.111697992601,0.0369004532147,0.62258798251,0.0516720065866,-0.115404527252,0.0379320220501
55.2,0.537266679006,-0.290835560446,-0.0992095185573,0.0870316224321,0.596514921996,-0.309275807112,-0.102545507301,0.0897012228034
55.4,0.449304436241,-0.580016726623,-0.0774232455953,0.129109982777,0.501517615308,-0.630797072881,-0.0800670849543,0.133336390945
55.6,0.309810176181,-0.801207870879,-0.0483916976529,0.158823632738,0.349326940133,-0.875675362382,-0.0500547911771,0.164338786729
55.8,0.135057438739,-0.929213276016,-0.0149518430905,0.172710178149,0.158235537391,-1.01616523263,-0.0154252505263,0.178981149169
56,-0.0546596303354,-0.949399034735,0.0194899789654,0.168621430537,-0.0491495482888,-1.03730130105,0.0202846368511,0.174894334109
56.2,-0.237326310436,-0.859376163199,0.0512706075661,0.146214684354,-0.248661970257,-0.938568752878,0.0532514185558,0.151671684974
56.4,-0.391725015031,-0.669478741004,0.0768719384725,0.107326284351,-0.417461864192,-0.733503020154,0.0798022612469,0.111264451042
56.6,-0.499918175811,-0.401910621506,0.093370906736,0.0560498288446,-0.53663765391,-0.447324551984,0.0968958226116,0.0580033456545
56.8,-0.549413793921,-0.0884055955058,0.0988628315454,-0.0016252416373,-0.593194713678,-0.113328504593,0.102562771592,-0.00183317163177
57,-0.534712922606,0.233582170196,0.0927649045279,-0.058641316249,-0.581276929428,0.231033287207,0.0962143588697,-0.0608963132657
57.2,-0.457979343698,0.525736988027,0.0759186014307,-0.108015214408,-0.502628435679,0.547783130817,0.0787411600095,-0.111950756176
57.4,-0.328700686717,0.753941765037,0.0504567410914,-0.143991212199,-0.366362131053,0.801762138327,0.0523681694034,-0.149067839518
57.6,-0.162401987086,0.892536236158,0.0194669068723,-0.162877210775,-0.188060186867,0.964016676963,0.0203000034186,-0.168479925482
57.8,0.0213473665273,0.927047121058,-0.0134633077218,-0.163376860983,0.0118165167026,1.01527860873,-0.0137524177326,-0.168899508675
58,0.201301280158,0.855223146736,-0.0447175564437,-0.146442505175,0.210178226358,0.948923783852,-0.046057808283,-0.151351070979
58.2,0.356963853803,0.686658230479,-0.0710584404261,-0.114820945487,0.38401222112,0.772416223271,-0.0732833125905,-0.118701253512
58.4,0.47083115491,0.441366741154,-0.0899304093028,-0.0724893494473,0.513166830247,0.506600859936,-0.0928045918927,-0.0750676844448
58.6,0.530261494452,0.147512859226,-0.0996513053005,-0.024122981908,0.582783874164,0.182976854887,-0.102897252285,-0.0252437087846
58.8,0.528815058233,-0.161607140962,-0.0995066685609,0.025340181394,0.585038420394,-0.160369956628,-0.102823716852,0.0257589281722
59,0.466928784033,-0.451151413969,-0.089766937646,0.0710400820068,0.519995363345,-0.48341695245,-0.0928440615566,0.073016076642
59.2,0.351844403935,-0.68854486761,-0.0716422495636,0.108488193288,0.395527503727,-0.748861650284,-0.0741755942964,0.111917836779
59.4,0.196788680795,-0.847067590355,-0.04717798876,0.133875899653,0.226335891695,-0.926382543848,-0.0489037495157,0.138450748283
59.6,0.0194948789172,-0.908791345343,-0.0190836150635,0.144435837854,0.0321877226286,-0.996137683781,-0.01982305437,0.149618276787
59.8,-0.159771746408,-0.866567096906,0.0095152383829,0.138839547779,-0.164433973779,-0.951071170676,0.00981640630781,0.143944253136
60,-0.320477912613,-0.724916854486,0.0354015067906,0.117549681434,-0.340985619713,-0.797595313502,0.0366581140249,0.121894014915
60.2,-0.444148772498,-0.499754884464,0.0556467811755,0.0829977850479,-0.477472875805,-0.554456431872,0.0576495420855,0.0860422917281
60.4,-0.516514957492,-0.216858953244,0.067998200857,0.0394553818527,-0.558670470563,-0.250055386368,0.0704515116088,0.040884159468
60.6,-0.529224941801,0.0909410219137,0.0712019580516,-0.00747470177731,-0.575705437843,0.081112311853,0.0737714984384,-0.00773325905377
60.8,-0.480879251534,0.387676680167,0.065189758221,-0.0517004523691,-0.526899950072,0.40220573514,0.0675500809613,-0.0534912825921
61,-0.377211642652,0.63874547638,0.0510778288259,-0.0876329863109,-0.41787897402,0.677616767458,0.0529537306948,-0.0906178535695
61.2,-0.230373245835,0.815240608493,0.0309741700752,-0.11106755312,-0.260980595594,0.876383896226,0.0321712315729,-0.114788661955
61.4,-0.0574324470046,0.897357021795,0.00764026534075,-0.11973033045,-0.0739931558999,0.975502288311,0.00806150094614,-0.123683393377
61.6,0.121673244938,0.876424948248,-0.0159147076838,-0.113406203319,0.121741243491,0.962869676345,-0.0162667079122,-0.117110778176
61.8,0.286447411161,0.755515177784,-0.0368278168411,-0.0937129769942,0.303724711879,0.839233205443,-0.0378618155508,-0.0967713921517
62,0.418137779156,0.548800007973,-0.0527078263818,-0.063668662704,0.450934728102,0.618492452393,-0.0542645905573,-0.0658018706479
62.2,0.501804666805,0.279875078829,-0.0618657600335,-0.0271958947851,0.546328213479,0.32613518496,-0.0637424270547,-0.0282435570109
62.4,0.527962522499,-0.0208084177035,-0.0634483799045,0.0113428240238,0.578867365355,-0.00389785502029,-0.0654195912105,0.0114508453053
62.6,0.493632351154,-0.319231213426,-0.0574850949755,0.0475448828773,0.54480910302,-0.333337187057,-0.0593184421593,0.0488095121882
62.8,0.402687005518,-0.581531955468,-0.0448606322506,0.0773150608081,0.448121125372,-0.624102526502,-0.0463318252033,0.0796467504023
63,0.265439808714,-0.777775676362,-0.0272205162663,0.0971961568625,0.299997367285,-0.842714936103,-0.0281366798201,0.10036128246
63.2,0.0975116012932,-0.885330999504,-0.00680958540981,0.104710309361,0.117538295383,-0.964164263096,-0.00704201415022,0.108301064168
63.4,-0.0819062616254,-0.891478974973,0.0137585370489,0.0987027182259,-0.0782513843003,-0.974794229362,0.014242527184,0.102180897911
63.6,-0.252210369806,-0.794982403561,0.0317965296141,0.0796297601424,-0.264908897033,-0.873796970174,0.0329180360861,0.0824398472357
63.8,-0.39373806082,-0.60643531431,0.0448824620163,0.0496923267931,-0.421097594413,-0.67308437438,0.0464606722744,0.0513901441846
64,-0.490057629599,-0.347273039501,0.0512009389711,0.0127070268622,-0.529008215871,-0.395634307003,0.0529852482428,0.0130485606168
64.2,-0.529923224146,-0.0474178245317,0.0498263315205,-0.0263478934371,-0.576309739,-0.0727257128266,0.0515401001107,-0.0273793829691
64.4,-0.50863479146,0.258264396725,0.0408845460505,-0.0620772427195,-0.557478704946,0.25943696517,0.0422687957209,-0.0642955517855
64.6,-0.428606282464,0.534239063815,0.0255486349945,-0.0895518707801,-0.474421604352,0.563385447823,0.0263976570084,-0.0926203751235
64.8,-0.299061189287,0.748633431909,0.00586262549067,-0.105104676591,-0.336345689853,0.80423446124,0.00604808928318,-0.108596014753
65,-0.134914520573,0.876941793626,-0.0155676897631,-0.10683914513,-0.158848941286,0.95360809623,-0.0160843286335,-0.11029205794
65.2,0.0449834576921,0.904653752408,-0.0359485173876,-0.0947637368552,0.0377536395702,0.993254689668,-0.0371148299777,-0.0977393701584
65.4,0.220006960145,0.828656872834,-0.0526642552815,-0.0705985529983,0.230739597074,0.917666405062,-0.0543471060093,-0.0727378545532
65.6,0.370074737035,0.657448630282,-0.0635825942241,-0.0373816911557,0.397656476618,0.735055811452,-0.0655888985934,-0.0384489463137
65.8,0.477898573749,0.410216148609,-0.067272362063,0.000989752745359,0.519005099159,0.466437845873,-0.0693751085061,0.00110088233948
66,0.530937909766,0.114827058577,-0.0631312214719,0.0401916022999,0.580564815708,0.143034524531,-0.0650925574416,0.0414901518517
66.2,0.522851773188,-0.195159005657,-0.0514329628364,0.0758438801096,0.575071687805,-0.197510594895,-0.053020014491,0.0782735235997
66.4,0.454275256709,-0.484199493487,-0.0333055176795,0.103838195607,0.503064952081,-0.515579676002,-0.0343038801966,0.107263425866
66.6,0.332815129021,-0.718791901288,-0.0106443835672,0.12066378646,0.37281822489,-0.774208920726,-0.0108794835268,0.124810666037
66.8,0.172248938087,-0.871337093757,0.0140421953015,0.123767342306,0.199365845664,-0.943427456864,0.014671975146,0.128177801344
67,-0.00899531777606,-0.923404161925,0.0378634999827,0.111942479685,0.00273307345072,-1.00378971317,0.0393517010127,0.116007550494
67.2,-0.189922866237,-0.868048617822,0.0578528371626,0.0856873773515,-0.194415246863,-0.94857876577,0.0600656627442,0.088767743175
67.4,-0.349401678497,-0.710911040756,0.0713331856218,0.0474164210764,-0.369402256729,-0.784334962965,0.0740188570885,0.0489960470378
67.6,-0.468670189907,-0.469866390969,0.0762992004233,0.00139053401439,-0.502104153181,-0.529744715578,0.0791254915107,0.00119513118305
67.8,-0.533616846437,-0.173083889237,0.0717482786929,-0.0467319556693,-0.577162006379,-0.213310440103,0.074356669373,-0.0486903082992
68,-0.536517742061,0.14440798405,0.0578834738764,-0.090713821461,-0.585651393273,0.129662701257,0.059944474627,-0.094167190389
68.2,-0.476972873404,0.445191926132,0.0361279281134,-0.12476649633,-0.526109214624,0.46046288311,0.0373847968979,-0.129270556242
68.4,-0.361908270261,0.694187325202,0.00893524167637,-0.144513871896,-0.40484173974,0.740786709367,0.00923030841733,-0.149535411879
68.6,-0.204678312703,0.862799447976,-0.0205636545584,-0.147627645926,-0.235419616213,0.937041858979,-0.0212781645782,-0.152609535372
68.8,-0.0234447673253,0.931948468982,-0.0489955679243,-0.134005099981,-0.037288812227,1.02477326862,-0.0506575291948,-0.138413208801
69,0.160924547667,0.893851736709,-0.0731725440518,-0.105535828564,0.166443528527,0.992310753518,-0.0756196706273,-0.108912969125
69.2,0.327197505765,0.752666937808,-0.090444552338,-0.0656178152873,0.351790632159,0.842662152282,-0.0934360005044,-0.0676445833796
69.4,0.456141154456,0.52406687651,-0.0989454524711,-0.0186011300458,0.49682659979,0.593193626867,-0.102193211746,-0.0191252142016
69.6,0.532690236208,0.233704464298,-0.0977318044284,0.0307118585538,0.584355181971,0.27331178777,-0.10093190843,0.0317075751904
69.8,0.547695295743,-0.0854466742309,-0.0868324975034,0.0774559218863,0.603963261988,-0.0792635571225,-0.0896857032788,0.0799163215615
70,0.499038858686,-0.396703637481,-0.0672305874198,0.116999183327,0.553239342503,-0.423031321986,-0.0694535041428,0.120817433378
70.2,0.391965488063,-0.663843253671,-0.040790119665,0.145209579017,0.438046073969,-0.717565762322,-0.0421303878308,0.150166761951
70.4,0.238565712565,-0.855303504626,-0.0101265562303,0.158762459444,0.271823760768,-0.928277814276,-0.0103946257814,0.16443726765
70.6,0.0564599501382,-0.947904670815,0.0215918721528,0.155524680115,0.0739909752787,-1.0305896636,0.0224783385739,0.161272797185
70.8,-0.133179734215,-0.92969584871,0.0509252778215,0.134983471255,-0.132380721115,-1.01291232675,0.0529048102317,0.140036421336
71,-0.308066168792,-0.801651291537,0.0745252114422,0.0986143035671,-0.323318477033,-0.877857570284,0.0773845698269,0.102253406891
71.2,-0.447437989925,-0.577977039701,0.0895522662329,0.0500296665664,-0.476744061407,-0.641480014331,0.0929534507425,0.0517481989019
71.4,-0.534602929027,-0.28479398594,0.0940879477969,-0.00524950305068,-0.574946695754,-0.330906979745,0.0976212288451,-0.00565354148359
71.6,-0.559044983952,0.0428987896641,0.0874554604849,-0.0604776235911,-0.606480660086,0.01891538288,0.0907028277768,-0.0628892082701
71.8,-0.517770343859,0.365716701163,0.0703635146097,-0.108740832724,-0.567378863787,0.368739228316,0.0729574901841,-0.112783455411
72,-0.415666306021,0.645112158077,0.0448220900294,-0.144126439046,-0.46165300453,0.678651276005,0.046488693626,-0.149259230785
72.2,-0.264826561554,0.848316596054,0.013841528095,-0.162665718135,-0.301035407027,0.912066064114,0.0144230153337,-0.168281520959
72.4,-0.0829927825539,0.952123552399,-0.0190118268717,-0.162799447899,-0.103875994697,1.04014425683,-0.0195511971357,-0.168294637373
72.6,0.108607885554,0.945130905714,-0.050099876904,-0.145322132759,0.106841895932,1.04602152834,-0.0516797670931,-0.150148166441
72.8,0.287726222155,0.828550146387,-0.0761445184653,-0.112946086376,0.306217494927,0.927698093435,-0.0785850324142,-0.116665710439
73,0.433594724246,0.615835434143,-0.0945518911841,-0.0696972624082,0.470509063285,0.698657662204,-0.0976010564119,-0.0720317995872
73.2,0.529249713037,0.331240424207,-0.103614522267,-0.0203223734811,0.580088992022,0.386083770169,-0.106980784962,-0.0211485915229
73.4,0.563456688471,0.00729362564251,-0.102605178193,0.0301914293342,0.621845754244,0.0272391209597,-0.105983212332,0.0308998973074
73.6,0.532027923547,-0.318722677635,-0.0917880888359,0.0769655986693,0.590743399353,-0.335214219047,-0.0948721224422,0.0791905235506
73.8,0.43836050732,-0.608974596352,-0.0723700246263,0.11549419507,0.490394615265,-0.658308923727,-0.074863721998,0.119147400569
74,0.293107559718,-0.829447698638,-0.0464006216984,0.14190080964,0.332613640724,-0.903809854448,-0.0480401945327,0.146727038085
74.2,0.113006029011,-0.953919717094,-0.0166161840411,0.153254546078,0.136002590798,-1.04276617749,-0.0172126327827,0.158756487038
74.4,-0.0810096688124,-0.967064995278,0.0137873091131,0.147958144249,-0.076281815776,-1.05905818354,0.0143014818552,0.15343580113
74.6,-0.266201841853,-0.866391881665,0.0414614764034,0.126145869979,-0.279320220185,-0.95134091223,0.0430056010548,0.130848189883
74.8,-0.420679304354,-0.662835979464,0.0632828787251,0.0899603741525,-0.449411655137,-0.732951636758,0.0656360640408,0.0932626811657
75,-0.526018639044,-0.379855926721,0.0767601316703,0.0435472300015,-0.566831938296,-0.429835513376,0.0795998381002,0.0450705395475
75.2,-0.56954402223,-0.0509141826267,0.0804005546922,-0.00735758786817,-0.618025944626,-0.077091271606,0.083356729045,-0.0077091885121
75.4,-0.545946464976,0.28456508081,0.0739517140602,-0.0562537289131,-0.597039045505,0.285059420797,0.0766618274987,-0.0583165335968
75.6,-0.45797922388,0.58627476642,0.0584485869401,-0.0969533145112,-0.506132747463,0.615351570186,0.0606041563951,-0.100362111424
75.8,-0.316103827012,0.818275918425,0.0360442980336,-0.124614397074,-0.355588027258,0.87553868202,0.037423894146,-0.128876683226
76,-0.137150042827,0.953460511555,0.00966381271869,-0.136437702608,-0.162687881685,1.03454267675,0.0101509638647,-0.141008269603
76.2,0.0577779957713,0.976555104324,-0.0174340908288,-0.131879414003,0.0501243534422,1.07245929597,-0.0178472416205,-0.136228210698
76.4,0.245831404018,0.885481564468,-0.0420916252147,-0.11242801541,0.257811915234,0.983643271783,-0.043313791573,-0.116103866025
76.6,0.405066288623,0.691237181267,-0.0616125784913,-0.0811184131357,0.435756895969,0.777945010059,-0.0634746357985,-0.0838002872676
76.8,0.516940008986,0.416508390193,-0.0740154122755,-0.0419705832612,0.562790590103,0.479638534078,-0.0762985015362,-0.0434796270513
77,0.568414770595,0.0931475323017,-0.0781779245423,0.000518498589337,0.623793964146,0.124284953259,-0.0806387220876,0.000257426082968
77.2,0.553453364008,-0.241350258957,-0.0738904756375,0.0417788542341,0.611519817378,-0.2457864966,-0.0762765510661,0.0427874466207
77.4,0.473732606712,-0.548082657309,-0.0618379624319,0.0774828528827,0.527434909183,-0.586647198341,-0.0638973531815,0.0797280377362
77.6,0.338476268519,-0.791220273495,-0.0435231922533,0.103826345036,0.38151452357,-0.85798741651,-0.045021515496,0.107150349105
77.8,0.16341387048,-0.942175109345,-0.021132525097,0.11783244258,0.191030348563,-1.02788424837,-0.0218862157232,0.121876810527
78,-0.0310197315196,-0.982950223193,0.00266376646276,0.117699575653,-0.0215288174762,-1.0766181186,0.00274600983282,0.12191060881
78.2,-0.222041348949,-0.908309660308,0.024982480631,0.103154810697,-0.231160207872,-0.999008993453,0.0258703496946,0.106895384191
78.4,-0.387173949261,-0.72655755292,0.0430616660166,0.0757115499496,-0.413332414464,-0.804854736493,0.044602420633,0.0784201704727
78.6,-0.506907138403,-0.458802992013,0.0546255729059,0.0386968308456,-0.546859335856,-0.517408181112,0.0565726272044,0.0400110480416
78.8,-0.567053739657,-0.136656406171,0.0582220530247,-0.00306477926752,-0.616303614541,-0.170295002402,0.0602807803092,-0.00326142976343
79,-0.560495987448,0.201529760152,0.0534595453846,-0.0439317069385,-0.613663425093,0.196456318103,0.055335484524,-0.0455278538606
79.2,-0.48806619149,0.515458057086,0.0410802661204,-0.0783709378549,-0.539226179266,0.540706346052,0.0425198776736,-0.0810784380266
