时间t(s),相对位移u=zo-zf(m),相对角phi=thetao-thetaf(rad),直线PTO功率Pl(W),旋转PTO功率Ptheta(W)
84.8,0.04681623543,-0.001037770934,21.44336221,0.02036575269
85,0.0350146705,-7.979399294e-05,49.7563386,0.02476453388
85.2,0.01915490941,0.0009150833936,74.81054994,0.02378087177
85.4,0.001094421942,0.001833217901,85.25418746,0.01776393374
85.6,-0.01705754266,0.002567811354,76.39349418,0.009347743053
85.8,-0.03318632994,0.003031357849,52.27949091,0.002338567108
86,-0.04541812043,0.003165988651,23.83381215,4.033840285e-05
86.2,-0.05233738105,0.002950498006,3.882301741,0.003758371533
86.4,-0.05315033115,0.00240321053,1.355478883,0.01215832448
86.6,-0.04777559798,0.001580327602,17.27750278,0.02178781956
86.8,-0.03685176838,0.0005699113093,44.34313703,0.02855338732
87,-0.02166123509,-0.000517830514,70.25381238,0.02951430941
87.2,-0.003979457685,-0.001562864245,83.28829307,0.02420214729
87.4,0.0141326177,-0.002448855997,77.58501086,0.01487271809
87.6,0.03056870315,-0.003076358307,55.75714225,0.00556233138
87.8,0.04342190964,-0.00337414642,27.67604071,0.000348169228
88,0.0512056775,-0.003307399863,5.990464009,0.0015694119
88.2,0.05302534526,-0.00288178317,0.4157025866,0.00879084768
88.4,0.04868060913,-0.002142947579,13.36990802,0.01897025122
88.6,0.03868719297,-0.001171499503,38.91559536,0.02776427611
88.8,0.02421544108,-7.400108104e-05,65.46745275,0.03140683309
89,0.00695317061,0.00102897665,81.03099591,0.028340464
89.2,-0.01109113438,0.002016389177,78.60396018,0.01988784871
89.4,-0.0278218473,0.002780301395,59.30979227,0.009670924873
89.6,-0.04129931617,0.003237971596,31.86298469,0.002033936692
89.8,-0.04996440893,0.00334106257,8.621119176,0.000162019629
90,-0.05281854029,0.003080935995,0.0119442728,0.00471710566
90.2,-0.04953844243,0.002489436043,9.847352291,0.01358168831
90.4,-0.04051253279,0.001635085547,33.62820699,0.02281185681
90.6,-0.02679482204,0.0006151435327,60.59235987,0.02837094988
90.8,-0.00998184397,-0.0004555543366,78.57344219,0.02787796779
91,0.007973026997,-0.001457685063,79.47783038,0.02160748755
91.2,0.02498629574,-0.002280953318,62.91591797,0.01231588955
91.4,0.0390858241,-0.002836485105,36.36009092,0.003989599399
91.6,0.04863912219,-0.003066688329,11.76679394,8.278738235e-05
91.8,0.05254207241,-0.002951466017,0.1891164388,0.002026819747
92,0.05034631025,-0.002510092867,6.805917271,0.008660198118
92.2,0.04231059775,-0.001798568587,28.60138748,0.01680984274
92.4,0.02937032078,-0.0009027838664,55.73374303,0.02274180256
92.6,0.01302870512,7.168388609e-05,75.97207341,0.02382079253
92.8,-0.004817613437,0.001011943167,80.20232411,0.01963940927
93,-0.02209845439,0.001810883677,66.52538963,0.01212934198
93.2,-0.03680994444,0.00237947343,41.10584344,0.004630589746
93.4,-0.04724660897,0.002656838483,15.39224375,0.0003598549137
93.6,-0.05219886141,0.002616972046,0.9615578908,0.0009778293388
93.8,-0.0510930529,0.002271318607,4.307897868,0.005894885528
94,-0.04405788535,0.00166696348,23.91999409,0.01260850668
94.2,-0.03190950224,0.0008806721554,50.96204679,0.01789452144
94.4,-0.01605697244,9.507010469e-06,73.25171225,0.01929254581
94.6,0.001660912662,-0.0008408549981,80.74557554,0.01620485744
94.8,0.01918866076,-0.00156871694,70.06353398,0.01011767655
95,0.03449227961,-0.002088382367,46.0147787,0.003863285267
95.2,0.04579509106,-0.002340189881,19.43630348,0.0002809128593
95.4,0.05178384931,-0.002297390033,2.314355294,0.0009031145375
95.6,0.05176127065,-0.001969069352,2.3835986,0.005272142864
95.8,0.04572726458,-0.001398795084,19.63645051,0.01119156737
96,0.03437939515,-0.0006591599557,46.31771585,0.01578270285
96.2,0.01903244517,0.0001571104008,70.41164589,0.01684489955
96.4,0.001466327448,0.0009484205482,81.05481267,0.01388329531
96.6,-0.01628010009,0.001616594355,73.43760174,0.008327685292
96.8,-0.03214546634,0.002078726789,50.98330085,0.002845754974
97,-0.04428517885,0.002277188986,23.81707016,7.632464373e-05
97.2,-0.05128581824,0.002186597233,4.208312386,0.001377774327
97.4,-0.05232972458,0.001816916823,1.036662265,0.006178980465
97.6,-0.04729060543,0.001212329712,15.77688446,0.01223886216
97.8,-0.03674896945,0.0004459967927,41.81828548,0.01669643912
98,-0.02192547712,-0.000388667806,67.43348443,0.01742286068
98.2,-0.004539827203,-0.001189178825,81.06458826,0.01404242384
98.4,0.01338854142,-0.001856294009,76.54494967,0.008139325226
98.6,0.02977486488,-0.002305998891,55.89753243,0.002543022941
98.8,0.04271139696,-0.002479736072,28.43936186,1.460631365e-05
99,0.05068951822,-0.00235165627,6.587166517,0.001940540904
99.2,0.05277575058,-0.001932016531,0.2513176048,0.007645388625
99.4,0.0487211279,-0.001266303045,12.34868669,0.01465613134
99.6,0.03899108546,-0.0004301591448,37.46643288,0.01981339212
99.8,0.02471225463,0.0004793057249,64.28972231,0.02072948977
100,0.007542211766,0.001354821151,80.7056987,0.01692317284
100.2,-0.01052278857,0.002091557572,79.28204625,0.01009777613
100.4,-0.02737981617,0.002599548399,60.64211349,0.003414877764
100.6,-0.04106405204,0.002814469762,33.20310435,7.576329004e-05
100.8,-0.04997786632,0.002705500488,9.385527419,0.001847825621
101,-0.05307746858,0.002279320513,2.520903361e-05,0.008211289075
101.2,-0.04999530484,0.001579753187,9.348148478,0.01653123363
101.4,-0.04108382365,0.0006830637502,33.25789533,0.02319947642
101.6,-0.02737537383,-0.000310566238,60.95209195,0.02524750995
101.8,-0.01046276773,-0.001288419901,79.91390712,0.02170762646
102,0.007685693597,-0.00213817516,81.55328855,0.01409987189
102.2,0.02495526506,-0.00276089084,65.10874185,0.005806890008
102.4,0.03933122146,-0.003082541918,38.0112988,0.0005970706608
102.6,0.04913400892,-0.003062758524,12.53619447,0.0009449385881
102.8,0.05321562126,-0.002699741725,0.250326554,0.006899486294
103,0.05109421797,-0.002030767792,6.767198953,0.01601654356
103.2,0.04301117287,-0.001128201085,29.1884487,0.02440170257
103.4,0.0299037754,-9.145487806e-05,57.39895098,0.02841403553
103.6,0.01329664838,0.000964190738,78.63762746,0.02628021308
103.8,-0.004875552896,0.001920638926,83.27863915,0.01890028326
104,-0.02249354611,0.002670399991,69.20335421,0.009479152814
104.2,-0.03750066512,0.003128848008,42.77647737,0.002136705145
104.4,-0.04814308277,0.00324390017,15.97589064,0.0001041068501
104.6,-0.05317493485,0.003002002966,0.9701290795,0.004301132898
104.8,-0.05200433077,0.002429732683,4.598638206,0.01292448853
105,-0.04476311591,0.001590821491,25.25940119,0.02223200998
105.2,-0.03229214377,0.0005789463443,53.6211003,0.0281792918
105.4,-0.01604368589,-0.0004928946902,76.84384897,0.02818826643
105.6,0.002087700228,-0.001505201636,84.39927317,0.02226911085
105.8,0.01998614531,-0.002345518208,72.85114668,0.01300339312
106,0.03556149971,-0.002921152023,47.42496426,0.004400143438
106.2,0.04699356316,-0.003169613926,19.6489107,0.0001336919272
106.4,0.05294495379,-0.003065585012,2.131081511,0.001942235038
106.6,0.05271769973,-0.002623621034,2.839586125,0.008890312544
106.8,0.04633519885,-0.001896295691,21.4812815,0.01781199822
107,0.03453990864,-0.000968009689,49.6256118,0.02472778659
107.2,0.01870697941,5.480920216e-05,74.52179887,0.02660017264
107.4,0.0006838785523,0.001055976321,84.88073675,0.02264995916
107.6,-0.01742528176,0.001922870572,75.99904276,0.01465846906
107.8,-0.03350552072,0.002559268798,51.89871778,0.006136691929
108,-0.04567814117,0.002896219166,23.50861152,0.0007458425393
108.2,-0.05252035558,0.002899710501,3.710039141,0.0006803977396
108.4,-0.05323169207,0.002574269509,1.493117866,0.005730961011
108.6,-0.04772770352,0.001962092209,17.87560076,0.01343120522
108.8,-0.03665000141,0.001137834339,45.43746263,0.02020421168
109,-0.02129142188,0.0001996878018,71.68413189,0.02297933058
109.2,-0.003445058934,-0.0007422018988,84.71349619,0.02054929287
109.4,0.01480519363,-0.001578618397,78.6156421,0.01406569868
109.6,0.03132810666,-0.002213953538,56.1549361,0.006467244028
109.8,0.04419412317,-0.002577209346,27.51700562,0.001117631111
110,0.05190079735,-0.002630051206,5.688861338,0.0002808891066
110.2,0.05354831176,-0.002370989766,0.5682408485,0.00412461183
110.4,0.04894455936,-0.001835224563,14.4747533,0.01069189369
110.6,0.03862751698,-0.001090190914,41.09901499,0.01683739094
110.8,0.02380230896,-0.0002273535822,68.36575414,0.01968593076
111,0.006200334755,0.0006487722917,83.9111229,0.01794135999
111.2,-0.01212305697,0.001433071494,80.68904083,0.01245113866
111.4,-0.02902868724,0.002032280949,60.16390325,0.005779671194
111.6,-0.04254338918,0.002375979158,31.64292684,0.0009994384955
111.8,-0.05109037973,0.002424824422,8.052926954,0.0002646122323
112,-0.05367325466,0.002175080286,0.07849950274,0.003825548904
112.2,-0.04999213319,0.001658905647,11.3202937,0.00993373902
112.4,-0.04047841697,0.0009403864707,36.66761963,0.01567332717
112.6,-0.02624414369,0.0001077874498,64.62067607,0.0183281203
112.8,-0.008951894568,-0.000737053514,82.50664801,0.01664820353
113,0.00937950955,-0.001490929601,82.22315066,0.01142950213
113.2,0.02661079918,-0.002061622387,63.90570853,0.005139166918
113.4,0.04073198084,-0.00237894923,35.85932526,0.0007617615038
113.6,0.05009683416,-0.002403192646,10.78881744,0.0004020934386
113.8,0.05361481929,-0.0021299123,0.03958463488,0.004293890967
114,0.05087802478,-0.001590566599,8.459975272,0.01067695043
114.2,0.04220838528,-0.0008488647685,32.21181739,0.01660439316
114.4,0.02861971569,6.726091434e-06,60.51749657,0.01931064582
114.6,0.0116990529,0.0008734404081,80.54778834,0.01750841585
114.8,-0.006578791774,0.001646410097,83.233241,0.01201109143
115,-0.02408178635,0.002231160028,67.36650079,0.005384326686
115.2,-0.03876941129,0.002554927359,40.14024331,0.0007772311705
115.4,-0.04893054855,0.002575463853,13.88162462,0.0004647754473
115.6,-0.05338279295,0.002286272876,0.4663781078,0.004772654274
115.8,-0.0516099759,0.001717649014,5.944037208,0.01188750455
116,-0.04382191647,0.00093337975,27.80673571,0.01865354152
116.2,-0.03092949666,2.347776783e-05,56.13421682,0.02200363464
116.4,-0.01443803473,-0.0009062202505,78.09178256,0.02037601716
116.6,0.00372854887,-0.00174638184,83.74139941,0.01446503937
116.8,0.02145222388,-0.002396997125,70.53486946,0.006950234369
117,0.03666780031,-0.002779187611,44.45795534,0.001310556267
117.2,0.04760354233,-0.002844618004,17.31230752,0.0002505429712
117.4,0.05298741646,-0.002581398493,1.369877433,0.004450209072
117.6,0.05219497349,-0.002015770591,3.821268631,0.0122135583
117.8,0.04532168369,-0.001209358934,23.52930547,0.02019024431
118,0.03317135948,-0.000252287659,51.55306513,0.02486002944
118.2,0.01716208002,0.0007470571056,75.20049905,0.02411945317
118.4,-0.0008393621622,0.001674443867,83.77248456,0.01825483208
118.6,-0.01873515857,0.002422959104,73.39881353,0.009853625127
118.8,-0.03444093749,0.002905393231,48.78064916,0.002679570359
119,-0.04612848954,0.003064410373,21.05546053,4.125680636e-06
119.2,-0.05243850788,0.002879315785,2.754414446,0.003136866335
119.4,-0.05263859787,0.00236862575,2.135347988,0.0108159514
119.6,-0.04670820098,0.001588128933,19.45386158,0.01974043391
119.8,-0.03534059771,0.0006246494074,46.85590055,0.02601720207
120,-0.01986181187,-0.0004137805763,71.93631981,0.02688429287
120.2,-0.002075909093,-0.001410213328,83.35097203,0.02194423158
120.4,0.01594525961,-0.002252132172,75.94360278,0.01335498079
120.6,0.03210336653,-0.002844315844,53.07090737,0.004888010944
120.8,0.04451786889,-0.003119738737,25.07776905,0.0002673744117
121,0.05174479868,-0.003047250031,4.615507275,0.001525166069
121.2,0.05294463678,-0.002635145558,0.9218619781,0.008103240625
121.4,0.04797976582,-0.001930219689,15.64855594,0.01710031544
121.6,0.03743019927,-0.001012405844,42.12058827,0.02455478764
121.8,0.02252579657,1.437686859e-05,68.35910925,0.02719359343
122,0.005002889392,0.001034115994,82.49890601,0.02387132927
122.2,-0.01309796753,0.001931966798,78.15067832,0.01606324365
122.4,-0.02966956788,0.002607354997,57.28512337,0.007197838968
122.6,-0.04278329611,0.002985413983,29.33732437,0.001130844761
122.8,-0.05091350863,0.003025443474,6.938572937,0.0004419669493
123,-0.05311495932,0.002725422258,0.2062674249,0.005310435574
123.2,-0.04913264482,0.00212206495,12.17283598,0.01346314203
123.4,-0.03943131214,0.001286428179,37.41854163,0.02120879893
123.6,-0.02514121799,0.0003155858175,64.52437999,0.02508861293
123.8,-0.007926470273,-0.0006786541129,81.23499695,0.02340392487
124,0.01020871558,-0.001582678604,79.99759819,0.01694316299
124.2,0.0271532957,-0.002294145734,61.37386884,0.00859409439
124.4,0.04093506893,-0.002733695757,33.78385394,0.002027783896
124.6,0.04995015992,-0.002853947846,9.698594597,5.2908068e-05
124.8,0.05314962094,-0.002644751866,0.002898494717,0.003379405136
125,0.05016144946,-0.002134102091,9.076059301,0.01033851633
125.2,0.04133383235,-0.001384625107,32.81343986,0.01767129278
125.4,0.02769459034,-0.0004860684348,60.48259884,0.02201716731
125.6,0.01083154399,0.0004553202552,79.57476375,0.02142450501
125.8,-0.007292279932,0.001329274759,81.45891764,0.01620370734
126,-0.02456710286,0.002034391786,65.28312324,0.008747972781
126.2,-0.03898193138,0.002489909426,38.35980889,0.002416924546
126.4,-0.04885860979,0.0026450133,12.86070303,2.666649582e-07
126.6,-0.0530471547,0.002484593732,0.3149682902,0.002462303022
126.8,-0.05105963971,0.002030794957,6.397155408,0.008532762266
127,-0.04312704427,0.001340190908,28.36098185,0.01531917216
127.2,-0.0301724414,0.0004969338765,56.27945016,0.01965016655
127.4,-0.01370363177,-0.0003973074341,77.53151763,0.01952964033
127.6,0.004362294812,-0.001235430193,82.50780664,0.01503716342
127.8,0.02192206569,-0.001917575928,68.95618845,0.0082685859
128,0.03693104313,-0.00236291431,43.00215056,0.002352452177
128.2,0.04764126411,-0.002519149213,16.38151675,1.877543375e-07
128.4,0.05280499391,-0.002368633704,1.135391348,0.002258457242
128.6,0.05182009139,-0.001930380432,4.165128853,0.008035632802
128.8,0.04480024922,-0.001257736826,24.10943703,0.01461643896
129,0.03256191165,-0.0004320041103,51.95679662,0.01892424624
129.2,0.01652936874,0.0004472444814,75.11792399,0.0189475557
129.4,-0.001430948348,0.001274003272,83.11815095,0.01467276547
129.6,-0.01922770022,0.001948435197,72.33604922,0.0080930481
129.8,-0.03478812357,0.002388748591,47.64460485,0.002288446571
130,-0.04629942408,0.002540948862,20.21100556,5.476165473e-08
130.2,-0.05241996791,0.002385313512,2.448176403,0.002355123699
130.4,-0.05243566743,0.001938823521,2.400133653,0.008332449444
130.6,-0.04634332917,0.001253258866,20.10070803,0.01521872451
130.8,-0.03485123037,0.0004091753568,47.5540458,0.01985128186
131,-0.01929682651,-0.0004935356074,72.34785449,0.0200793153
131.2,-0.001491143717,-0.001347400147,83.26685835,0.01577134448
131.4,0.01649204599,-0.002050050006,75.36790928,0.008900565206
131.6,0.03255772923,-0.002516355316,52.22011697,0.0026600382
131.8,0.04483371357,-0.00268857373,24.29460626,5.10953238e-06
132,0.05188881517,-0.002543317131,4.2301112,0.002287128634
132.2,0.05289974164,-0.002094507469,1.114834403,0.008607063695
132.4,0.04774720629,-0.001391961291,16.37161793,0.01619396205
132.6,0.03703004684,-0.0005157536999,43.10963833,0.0216470757
132.8,0.02199567152,0.0004329930041,69.2382507,0.02248366575
133,0.004394904744,0.001343830583,82.93609733,0.018288735
133.2,-0.01372188191,0.002109854078,78.00163521,0.01093685141
133.4,-0.03024361743,0.002640219005,56.66324117,0.003773343588
133.6,-0.04324453527,0.002870843311,28.57532725,0.0001147060122
133.8,-0.05120866461,0.002772038529,6.452478183,0.001741598977
134,-0.05320663588,0.002352169145,0.3157964164,0.008068509397
134.2,-0.04900417442,0.00165689957,12.95516935,0.01637449137
134.4,-0.0390896109,0.0007641008935,38.66240941,0.0230026853
134.6,-0.02461717234,-0.0002250050103,65.81075586,0.0249970275
134.8,-0.007272634096,-0.001197447175,82.11522953,0.02144182829
135,0.01092303264,-0.002041514412,80.19387405,0.01389721868
135.2,0.02784914867,-0.002659665997,60.9122384,0.00572578045
135.4,0.04153250921,-0.002979846806,32.99562256,0.0006033573558
135.6,0.05037744664,-0.002963891511,9.082590437,0.0008763275598
135.8,0.0533519451,-0.00261203756,0.004702251935,0.006501334031
136,0.05010809334,-0.001963016035,9.881578671,0.01504673727
136.2,0.04102281167,-0.001089701178,34.25263172,0.02276160282
136.4,0.02715408061,-9.081388122e-05,62.09292669,0.02623962228
136.6,0.01011775101,0.000920367947,80.80225295,0.02393683617
136.8,-0.008100721784,0.001828991606,81.90967034,0.01686467196
137,-0.0253776839,0.002531806834,64.91071802,0.008146555681
137.2,-0.03969885594,0.002949016807,37.49888381,0.001633544681
137.4,-0.04939420718,0.003033434322,12.08500701,0.0001950623019
137.6,-0.05333273855,0.002775885836,0.1792615178,0.004446372046
137.8,-0.05105445065,0.002206239889,7.178957227,0.01247953592
138,-0.04282409406,0.001389942484,29.92261482,0.02071644939
138.2,-0.0296004176,0.0004204616355,58.11890538,0.0255017987
138.4,-0.01292448483,-0.0005914838384,79.00464477,0.02472454625
138.6,0.005259931125,-0.001530664879,83.12348298,0.01874583372
138.8,0.02283294019,-0.002290579008,68.60873766,0.01022309991
139,0.03774569715,-0.002785654436,42.030476,0.002914325673
139.2,0.04825931094,-0.002961013829,15.42236191,9.800331615e-07
139.4,0.05314763825,-0.002798674445,0.8337527363,0.002680149708
139.6,0.05184030669,-0.002319475629,4.873580681,0.009651677506
139.8,0.04448928101,-0.001580520524,25.71680648,0.01772230248
140,0.03195120193,-0.0006684389129,53.92950489,0.02324807184
140.2,0.01568754971,0.0003107383433,76.73956854,0.02376354772
140.4,-0.002405730584,0.001243911582,83.81958088,0.01906787801
140.6,-0.02021927733,0.002024016312,71.96335283,0.01128698767
140.8,-0.03567625812,0.002562377523,46.53831714,0.003894031516
141,-0.04697453187,0.002798883541,19.05581026,0.0001375633232
141.2,-0.05279678657,0.002708805239,1.959201186,0.001588648353
141.4,-0.05246414617,0.002305479104,2.989752143,0.007458165341
141.6,-0.04601533291,0.001638555407,21.68140702,0.01498314495
141.8,-0.03420215366,0.0007880293849,49.57172992,0.02069699614
142,-0.01840183743,-0.0001452363866,74.03348296,0.02200194142
142.2,-0.0004564482176,-0.001051383383,83.99186808,0.01833108467
142.4,0.01754189844,-0.001824430985,74.93867527,0.01137938769
142.6,0.03349496746,-0.002374647949,50.97306282,0.004308416825
142.8,0.04554303931,-0.002638978736,22.94514994,0.0002949564776
143,0.05228172252,-0.002588312201,3.543248758,0.001087678434
143.2,0.05292566463,-0.002230751499,1.549317171,0.006226969819
143.4,0.04740007682,-0.001610513025,17.86356414,0.01327684498
143.6,0.03634940658,-0.0008025938407,45.09781516,0.01895533354
143.8,0.02106215502,9.6158285e-05,70.92124811,0.02064176644
144,0.003320612775,0.0009785183072,83.64324391,0.01757105527
144.2,-0.01480695794,0.001739550753,77.50554789,0.01117171539
144.4,-0.03120745946,0.002288982094,55.28799825,0.004397829766
144.6,-0.04396929583,0.002561827065,27.04871444,0.0003651943548
144.8,-0.05160519164,0.002526023501,5.569807782,0.0009186416995
145,-0.05322551926,0.002186182029,0.5709268934,0.005787018739
145.2,-0.0486419353,0.00158301307,14.31025621,0.0127117854
145.4,-0.03838925483,0.0007885007951,40.56390422,0.01848878546
145.6,-0.02366302577,-0.0001026075648,67.44486504,0.02044453805
145.8,-0.0061800934,-0.0009839964729,82.78463825,0.01766943414
146,0.01202157935,-0.00175034547,79.64097051,0.01144135209
146.2,0.02882049206,-0.002309784888,59.43876137,0.004643712164
146.4,0.04225888862,-0.002594779666,31.32315003,0.0004426959088
